TransactionID,CustomerID,Date,ProductID,Price_x,Qty,TotalAmount,StoreID,StoreName,GroupStore,Type,Latitude,Longitude,Age,Gender,Marital Status,Income,Product Name,Price_y
TR53349,302,2022-03-16,P3,7500,3,22500,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",51,0,Married,"15,43",Crackers,7500
TR65019,302,2022-02-17,P3,7500,6,45000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",51,0,Married,"15,43",Crackers,7500
TR68548,203,2022-03-17,P3,7500,5,37500,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",53,0,Married,"17,2",Crackers,7500
TR71128,203,2022-11-08,P3,7500,5,37500,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",53,0,Married,"17,2",Crackers,7500
TR14355,203,2022-02-01,P3,7500,4,30000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",53,0,Married,"17,2",Crackers,7500
TR12821,203,2022-12-31,P3,7500,1,7500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",53,0,Married,"17,2",Crackers,7500
TR64090,352,2022-04-18,P3,7500,2,15000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",69,0,Single,"6,15",Crackers,7500
TR28862,378,2022-03-24,P3,7500,3,22500,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",54,0,Married,"14,66",Crackers,7500
TR84627,379,2022-07-31,P3,7500,4,30000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",48,1,Married,"17,74",Crackers,7500
TR13084,379,2022-05-18,P3,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",48,1,Married,"17,74",Crackers,7500
TR33848,84,2022-07-12,P3,7500,5,37500,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",54,0,Married,"18,12",Crackers,7500
TR88291,84,2022-02-14,P3,7500,5,37500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",54,0,Married,"18,12",Crackers,7500
TR67850,81,2022-08-04,P3,7500,1,7500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",44,0,Married,"19,49",Crackers,7500
TR46680,120,2022-03-11,P3,7500,4,30000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",30,0,Married,"2,48",Crackers,7500
TR90445,140,2022-03-17,P3,7500,5,37500,13,Buana,Buana,General Trade,"-1,26916","116,825264",54,0,Married,"9,57",Crackers,7500
TR18138,146,2022-08-28,P3,7500,1,7500,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",27,0,Married,"3,16",Crackers,7500
TR68346,446,2022-06-16,P3,7500,3,22500,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",57,0,Married,"7,81",Crackers,7500
TR29960,98,2022-03-11,P3,7500,5,37500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",56,0,Married,"14,54",Crackers,7500
TR9123,98,2022-05-29,P3,7500,6,45000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",56,0,Married,"14,54",Crackers,7500
TR36850,196,2022-04-30,P3,7500,2,15000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",34,0,Married,"3,17",Crackers,7500
TR96631,383,2022-02-22,P3,7500,2,15000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",39,0,Married,"3,27",Crackers,7500
TR86693,342,2022-05-04,P3,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",48,1,Married,"13,55",Crackers,7500
TR22182,342,2022-02-05,P3,7500,4,30000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",48,1,Married,"13,55",Crackers,7500
TR55271,342,2022-12-24,P3,7500,1,7500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",48,1,Married,"13,55",Crackers,7500
TR44292,1,2022-05-05,P3,7500,4,30000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",55,1,Married,"5,12",Crackers,7500
TR60228,1,2022-01-07,P3,7500,5,37500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",55,1,Married,"5,12",Crackers,7500
TR57126,409,2022-07-06,P3,7500,2,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",47,0,Married,"28,23",Crackers,7500
TR31554,409,2022-12-12,P3,7500,3,22500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",47,0,Married,"28,23",Crackers,7500
TR94450,213,2022-11-01,P3,7500,6,45000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",24,1,Single,"5,72",Crackers,7500
TR9330,213,2022-07-08,P3,7500,6,45000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",24,1,Single,"5,72",Crackers,7500
TR2519,213,2022-12-14,P3,7500,6,45000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",24,1,Single,"5,72",Crackers,7500
TR36341,95,2022-07-24,P3,7500,2,15000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",52,0,Married,"17,42",Crackers,7500
TR95006,147,2022-06-24,P3,7500,5,37500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",59,1,Married,"8,02",Crackers,7500
TR30914,241,2022-01-15,P3,7500,5,37500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",24,1,Single,"0,57",Crackers,7500
TR12711,241,2022-03-05,P3,7500,3,22500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",24,1,Single,"0,57",Crackers,7500
TR52429,429,2022-04-26,P3,7500,4,30000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",37,1,Married,"8,97",Crackers,7500
TR49809,3,2022-11-26,P3,7500,3,22500,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",32,1,Married,"9,17",Crackers,7500
TR51947,3,2022-09-22,P3,7500,4,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",32,1,Married,"9,17",Crackers,7500
TR57863,3,2022-09-16,P3,7500,3,22500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",32,1,Married,"9,17",Crackers,7500
TR75884,3,2022-12-17,P3,7500,6,45000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",32,1,Married,"9,17",Crackers,7500
TR77916,229,2022-06-07,P3,7500,5,37500,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",32,0,Married,"10,17",Crackers,7500
TR4708,387,2022-01-05,P3,7500,4,30000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",36,0,Married,"9,1",Crackers,7500
TR40659,368,2022-01-18,P3,7500,6,45000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",44,0,Married,"16,13",Crackers,7500
TR71889,198,2022-10-22,P3,7500,2,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",45,0,Married,"10,69",Crackers,7500
TR14846,359,2022-08-11,P3,7500,3,22500,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",46,0,Married,"19,99",Crackers,7500
TR89248,73,2022-02-16,P3,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",53,0,Married,"13,71",Crackers,7500
TR4501,73,2022-09-05,P3,7500,1,7500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",53,0,Married,"13,71",Crackers,7500
TR95963,73,2022-01-22,P3,7500,2,15000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",53,0,Married,"13,71",Crackers,7500
TR16030,138,2022-07-04,P3,7500,3,22500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",37,1,Married,"8,96",Crackers,7500
TR96504,63,2022-07-20,P3,7500,2,15000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",58,0,Married,"10,78",Crackers,7500
TR32248,63,2022-03-02,P3,7500,1,7500,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",58,0,Married,"10,78",Crackers,7500
TR18566,53,2022-11-25,P3,7500,2,15000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",32,0,Married,"7,36",Crackers,7500
TR87080,53,2022-11-10,P3,7500,4,30000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",32,0,Married,"7,36",Crackers,7500
TR74019,357,2022-10-08,P3,7500,2,15000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",48,0,Married,"18,14",Crackers,7500
TR5237,269,2022-11-27,P3,7500,3,22500,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",39,1,Married,"6,3",Crackers,7500
TR24761,269,2022-04-19,P3,7500,6,45000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",39,1,Married,"6,3",Crackers,7500
TR4104,37,2022-04-04,P3,7500,4,30000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",51,0,Married,"17,11",Crackers,7500
TR6940,37,2022-01-31,P3,7500,5,37500,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",51,0,Married,"17,11",Crackers,7500
TR3673,351,2022-04-10,P3,7500,2,15000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",45,1,Married,"18,34",Crackers,7500
TR71762,349,2022-02-26,P3,7500,6,45000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",37,0,Married,"5,96",Crackers,7500
TR64509,349,2022-06-14,P3,7500,4,30000,13,Buana,Buana,General Trade,"-1,26916","116,825264",37,0,Married,"5,96",Crackers,7500
TR69045,33,2022-09-24,P3,7500,5,37500,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",53,0,Married,"17,11",Crackers,7500
TR62739,327,2022-08-18,P3,7500,1,7500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",50,0,Married,"12,41",Crackers,7500
TR71572,100,2022-03-16,P3,7500,2,15000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",45,1,Married,"6,71",Crackers,7500
TR53993,374,2022-11-04,P3,7500,2,15000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",32,0,Single,"5,4",Crackers,7500
TR1019,380,2022-09-29,P3,7500,1,7500,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",40,0,Married,"5,77",Crackers,7500
TR65262,240,2022-05-22,P3,7500,4,30000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",22,1,Single,"3,33",Crackers,7500
TR12976,240,2022-04-29,P3,7500,4,30000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",22,1,Single,"3,33",Crackers,7500
TR49285,240,2022-01-18,P3,7500,1,7500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",22,1,Single,"3,33",Crackers,7500
TR32105,163,2022-07-10,P3,7500,4,30000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",47,1,Married,"6,3",Crackers,7500
TR50070,163,2022-09-04,P3,7500,6,45000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",47,1,Married,"6,3",Crackers,7500
TR18138,375,2022-12-25,P3,7500,6,45000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",58,0,Married,"8,39",Crackers,7500
TR37874,235,2022-09-09,P3,7500,1,7500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",37,0,Married,"5,35",Crackers,7500
TR47938,235,2022-10-18,P3,7500,4,30000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",37,0,Married,"5,35",Crackers,7500
TR10469,275,2022-02-21,P3,7500,2,15000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",41,0,Married,"15,33",Crackers,7500
TR13399,251,2022-07-27,P3,7500,6,45000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",45,1,Married,"3,38",Crackers,7500
TR34731,281,2022-01-21,P3,7500,5,37500,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",35,0,Married,"3,03",Crackers,7500
TR37048,281,2022-02-07,P3,7500,2,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",35,0,Married,"3,03",Crackers,7500
TR56968,281,2022-05-09,P3,7500,6,45000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",35,0,Married,"3,03",Crackers,7500
TR84181,307,2022-12-03,P3,7500,3,22500,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",31,0,Married,"5,22",Crackers,7500
TR47559,307,2022-03-13,P3,7500,2,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",31,0,Married,"5,22",Crackers,7500
TR86648,266,2022-09-12,P3,7500,4,30000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",72,1,Married,"4,72",Crackers,7500
TR35146,266,2022-11-22,P3,7500,5,37500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",72,1,Married,"4,72",Crackers,7500
TR4358,266,2022-04-22,P3,7500,2,15000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",72,1,Married,"4,72",Crackers,7500
TR10346,322,2022-03-01,P3,7500,4,30000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",41,0,Married,"20,01",Crackers,7500
TR38222,322,2022-12-14,P3,7500,2,15000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",41,0,Married,"20,01",Crackers,7500
TR28209,447,2022-01-17,P3,7500,5,37500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",54,1,Married,"20,37",Crackers,7500
TR40284,127,2022-04-14,P3,7500,4,30000,13,Buana,Buana,General Trade,"-1,26916","116,825264",27,0,Married,"2,07",Crackers,7500
TR54041,127,2022-11-25,P3,7500,4,30000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",27,0,Married,"2,07",Crackers,7500
TR84499,312,2022-11-01,P3,7500,3,22500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",54,0,Married,"18,77",Crackers,7500
TR89788,312,2022-11-18,P3,7500,4,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",54,0,Married,"18,77",Crackers,7500
TR66903,70,2022-09-14,P3,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",30,1,Married,"4,42",Crackers,7500
TR37097,153,2022-09-17,P3,7500,2,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",36,1,Married,"9,54",Crackers,7500
TR7470,153,2022-01-09,P3,7500,2,15000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",36,1,Married,"9,54",Crackers,7500
TR53639,199,2022-06-23,P3,7500,4,30000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",41,0,Married,"7,9",Crackers,7500
TR2914,199,2022-06-04,P3,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",41,0,Married,"7,9",Crackers,7500
TR48182,199,2022-11-19,P3,7500,6,45000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",41,0,Married,"7,9",Crackers,7500
TR3310,60,2022-11-11,P3,7500,4,30000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",56,0,Married,"10,61",Crackers,7500
TR66790,350,2022-11-23,P3,7500,3,22500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",38,0,Single,"7,95",Crackers,7500
TR11023,395,2022-01-23,P3,7500,5,37500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",28,0,Married,"3,39",Crackers,7500
TR3136,395,2022-04-23,P3,7500,1,7500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",28,0,Married,"3,39",Crackers,7500
TR80958,395,2022-10-02,P3,7500,5,37500,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",28,0,Married,"3,39",Crackers,7500
TR37544,395,2022-12-31,P3,7500,2,15000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",28,0,Married,"3,39",Crackers,7500
TR32113,171,2022-01-21,P3,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",40,0,Married,"10,05",Crackers,7500
TR51021,171,2022-11-13,P3,7500,3,22500,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",40,0,Married,"10,05",Crackers,7500
TR6759,143,2022-05-14,P3,7500,5,37500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",25,1,Single,"2,87",Crackers,7500
TR84962,55,2022-08-01,P3,7500,5,37500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",34,1,Married,"8,44",Crackers,7500
TR80439,55,2022-07-03,P3,7500,5,37500,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",34,1,Married,"8,44",Crackers,7500
TR45310,318,2022-08-29,P3,7500,1,7500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",18,0,Single,"3,64",Crackers,7500
TR66244,278,2022-05-17,P3,7500,1,7500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",31,1,Married,"9,76",Crackers,7500
TR71324,225,2022-01-18,P3,7500,2,15000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",59,1,Married,"10,59",Crackers,7500
TR19487,236,2022-03-14,P3,7500,1,7500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",28,0,Married,"3,13",Crackers,7500
TR94513,236,2022-07-12,P3,7500,4,30000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",28,0,Married,"3,13",Crackers,7500
TR60181,236,2022-06-18,P3,7500,5,37500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",28,0,Married,"3,13",Crackers,7500
TR3672,38,2022-07-13,P3,7500,6,45000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",56,0,Married,"14,32",Crackers,7500
TR2323,115,2022-01-19,P3,7500,4,30000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",39,0,Married,"5,07",Crackers,7500
TR4084,271,2022-08-24,P3,7500,4,30000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",29,0,Married,"4,74",Crackers,7500
TR14457,271,2022-03-19,P3,7500,6,45000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",29,0,Married,"4,74",Crackers,7500
TR96225,419,2022-04-18,P3,7500,3,22500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",38,1,Married,"3,86",Crackers,7500
TR7264,102,2022-10-18,P3,7500,1,7500,13,Buana,Buana,General Trade,"-1,26916","116,825264",39,0,Married,"6,44",Crackers,7500
TR57460,102,2022-05-18,P3,7500,4,30000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",39,0,Married,"6,44",Crackers,7500
TR5995,102,2022-06-17,P3,7500,6,45000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",39,0,Married,"6,44",Crackers,7500
TR21628,32,2022-02-12,P3,7500,4,30000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",34,0,Married,"10,96",Crackers,7500
TR17535,157,2022-06-25,P3,7500,1,7500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",44,0,Single,"2,52",Crackers,7500
TR49280,69,2022-10-11,P3,7500,2,15000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",26,0,Single,"2,84",Crackers,7500
TR22246,274,2022-08-08,P3,7500,5,37500,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",48,0,Married,"11,99",Crackers,7500
TR83301,274,2022-11-13,P3,7500,3,22500,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",48,0,Married,"11,99",Crackers,7500
TR96145,326,2022-08-30,P3,7500,3,22500,13,Buana,Buana,General Trade,"-1,26916","116,825264",24,1,Single,"2,69",Crackers,7500
TR88198,326,2022-12-23,P3,7500,1,7500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",24,1,Single,"2,69",Crackers,7500
TR1544,11,2022-11-03,P3,7500,1,7500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",42,0,Married,"12,25",Crackers,7500
TR20639,11,2022-01-10,P3,7500,2,15000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",42,0,Married,"12,25",Crackers,7500
TR10357,197,2022-02-28,P3,7500,5,37500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",51,0,Married,"13,33",Crackers,7500
TR1807,197,2022-01-21,P3,7500,4,30000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",51,0,Married,"13,33",Crackers,7500
TR74224,91,2022-02-17,P3,7500,4,30000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",59,0,Married,"9,85",Crackers,7500
TR65426,124,2022-07-03,P3,7500,4,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",28,0,Single,"5,12",Crackers,7500
TR24634,124,2022-04-15,P3,7500,2,15000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",28,0,Single,"5,12",Crackers,7500
TR25944,237,2022-05-23,P3,7500,5,37500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",35,1,Married,"8,14",Crackers,7500
TR31406,237,2022-02-14,P3,7500,3,22500,13,Buana,Buana,General Trade,"-1,26916","116,825264",35,1,Married,"8,14",Crackers,7500
TR56306,237,2022-04-20,P3,7500,4,30000,13,Buana,Buana,General Trade,"-1,26916","116,825264",35,1,Married,"8,14",Crackers,7500
TR95473,406,2022-04-13,P3,7500,3,22500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",38,1,Married,"8,64",Crackers,7500
TR2020,406,2022-12-08,P3,7500,2,15000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",38,1,Married,"8,64",Crackers,7500
TR90402,68,2022-09-12,P3,7500,3,22500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",48,1,Married,"17,42",Crackers,7500
TR66383,185,2022-01-12,P3,7500,5,37500,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",30,1,Married,"3,28",Crackers,7500
TR82557,18,2022-02-03,P3,7500,2,15000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",47,0,Married,"13,6",Crackers,7500
TR10234,18,2022-09-05,P3,7500,1,7500,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",47,0,Married,"13,6",Crackers,7500
TR1575,50,2022-11-03,P3,7500,2,15000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",31,1,Married,"6,01",Crackers,7500
TR2750,370,2022-09-09,P3,7500,4,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",26,1,Single,"1,28",Crackers,7500
TR71313,370,2022-09-26,P3,7500,2,15000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",26,1,Single,"1,28",Crackers,7500
TR27326,399,2022-06-21,P3,7500,1,7500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",52,1,Single,"33,77",Crackers,7500
TR62628,210,2022-07-20,P3,7500,2,15000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",33,0,Married,"10,9",Crackers,7500
TR30813,228,2022-04-15,P3,7500,5,37500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",46,0,Married,"11,31",Crackers,7500
TR70377,228,2022-09-24,P3,7500,1,7500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",46,0,Married,"11,31",Crackers,7500
TR3414,56,2022-01-19,P3,7500,2,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",20,1,Single,1,Crackers,7500
TR78653,4,2022-10-17,P3,7500,4,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",31,1,Married,"4,87",Crackers,7500
TR13511,4,2022-08-03,P3,7500,5,37500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",31,1,Married,"4,87",Crackers,7500
TR60388,4,2022-07-16,P3,7500,6,45000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",31,1,Married,"4,87",Crackers,7500
TR59177,99,2022-06-05,P3,7500,2,15000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",40,0,Married,"8,47",Crackers,7500
TR13328,317,2022-09-27,P3,7500,4,30000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",55,0,Married,"13,89",Crackers,7500
TR97172,328,2022-05-21,P1,8800,5,44000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",36,0,Married,"10,53",Choco Bar,8800
TR49791,287,2022-10-02,P1,8800,8,70400,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",36,0,Single,"3,7",Choco Bar,8800
TR98291,233,2022-03-10,P1,8800,4,35200,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",43,1,Married,"5,69",Choco Bar,8800
TR49508,233,2022-12-20,P1,8800,9,79200,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",43,1,Married,"5,69",Choco Bar,8800
TR71642,233,2022-03-07,P1,8800,4,35200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",43,1,Married,"5,69",Choco Bar,8800
TR7826,181,2022-02-01,P1,8800,10,88000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",33,1,Married,"9,94",Choco Bar,8800
TR87367,181,2022-03-10,P1,8800,6,52800,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",33,1,Married,"9,94",Choco Bar,8800
TR71313,117,2022-05-21,P1,8800,10,88000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",45,1,Married,"12,55",Choco Bar,8800
TR59865,45,2022-05-10,P1,8800,9,79200,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",53,0,Married,"9,25",Choco Bar,8800
TR93255,67,2022-11-27,P1,8800,7,61600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",19,0,Single,0,Choco Bar,8800
TR54641,67,2022-03-27,P1,8800,7,61600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",19,0,Single,0,Choco Bar,8800
TR27862,335,2022-12-26,P1,8800,5,44000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",29,1,Single,"4,74",Choco Bar,8800
TR97129,246,2022-02-04,P1,8800,4,35200,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",40,1,Single,"21,81",Choco Bar,8800
TR5817,256,2022-01-29,P1,8800,2,17600,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",56,0,Married,"7,09",Choco Bar,8800
TR94809,393,2022-01-03,P1,8800,7,61600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",22,0,Single,0,Choco Bar,8800
TR86513,393,2022-01-08,P1,8800,2,17600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",22,0,Single,0,Choco Bar,8800
TR21542,393,2022-10-12,P1,8800,2,17600,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",22,0,Single,0,Choco Bar,8800
TR61271,442,2022-01-13,P1,8800,3,26400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",42,1,Married,"14,88",Choco Bar,8800
TR59944,442,2022-06-19,P1,8800,4,35200,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",42,1,Married,"14,88",Choco Bar,8800
TR11768,356,2022-07-03,P1,8800,2,17600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",56,0,Married,"13,25",Choco Bar,8800
TR67254,356,2022-03-19,P1,8800,2,17600,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",56,0,Married,"13,25",Choco Bar,8800
TR81508,356,2022-02-06,P1,8800,7,61600,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",56,0,Married,"13,25",Choco Bar,8800
